일자,펀드,펀드명,설정일,펀드유형,펀드 듀레이션,,,,,,BM 듀레이션,,
,,,,,채권,채권파생,채권현금성,채권현금성파생,펀드평가액,펀드순자산,채권,채권현금성,BM전체
2023-11-27,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.0335,5.9982,7.1633,7.1226,7.1226,5.3215,5.2576,5.2576,5.2576
2023-11-28,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.0666,6.0319,7.0186,6.9796,6.9796,5.4335,5.2918,5.2918,5.2918
2023-11-29,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,5.998,6.1617,7.016,7.2027,7.2027,5.6379,5.34,5.34,5.34
2023-11-30,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,5.9587,6.116,6.4725,6.6366,6.6366,5.3786,5.3167,5.3167,5.3167
2023-12-01,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,5.7464,5.929,6.5299,6.7311,6.7311,5.4546,5.3175,5.3175,5.3175
2022-10-05,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.917,8.5109,7.3261,7.8757,7.8757,7.6362,7.917,7.917,7.917
2022-10-06,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.9148,8.6394,7.3285,7.9994,7.9994,7.752,7.914,7.914,7.914
2022-10-07,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.9017,8.6243,7.2,7.8584,7.8584,7.6256,7.893,7.893,7.893
2022-10-08,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.9017,8.6242,7.2,7.8583,7.8583,7.6256,7.893,7.893,7.893
2022-10-09,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.9017,8.6241,7.2,7.8583,7.8583,7.6256,7.893,7.893,7.893
2022-10-10,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.9017,8.624,7.2001,7.8583,7.8583,7.6256,7.893,7.893,7.893
2022-10-11,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8815,8.6025,7.1823,7.8394,7.8394,7.6061,7.881,7.881,7.881
2022-10-12,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8995,8.623,7.2148,7.8756,7.8756,7.6255,7.899,7.899,7.899
2022-10-13,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8836,8.6058,7.1832,7.8412,7.8412,7.6093,7.883,7.883,7.883
2022-10-14,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8853,8.6087,7.1934,7.8533,7.8533,7.6116,7.879,7.879,7.879
2022-10-15,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8853,8.6086,7.1934,7.8532,7.8532,7.6116,7.879,7.879,7.879
2022-10-16,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8853,8.6085,7.1934,7.8532,7.8532,7.6116,7.879,7.879,7.879
2022-10-17,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8723,8.5948,7.1763,7.8349,7.8349,7.5984,7.872,7.872,7.872
2022-10-18,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8645,8.6051,7.1691,7.8442,7.8442,7.6075,7.864,7.864,7.864
2022-10-19,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8506,8.6077,7.1348,7.8229,7.8229,7.5912,7.85,7.85,7.85
2022-10-20,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8449,8.6018,7.1161,7.8027,7.8027,7.5673,7.844,7.844,7.844
2022-10-21,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8247,8.5793,7.0896,7.7733,7.7733,7.548,7.819,7.819,7.819
2022-10-22,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8247,8.5792,7.0896,7.7733,7.7733,7.548,7.819,7.819,7.819
2022-10-23,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8247,8.5791,7.0897,7.7732,7.7732,7.548,7.819,7.819,7.819
2022-10-24,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8263,7.8908,7.0878,7.1462,7.1462,6.924,7.826,7.826,7.826
2022-10-25,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8409,7.9056,7.7322,7.796,7.796,7.54,7.84,7.84,7.84
2022-10-26,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.843,7.9078,7.7338,7.7977,7.7977,7.5404,7.842,7.842,7.842
2022-10-27,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8374,7.9021,7.7277,7.7915,7.7915,7.535,7.837,7.837,7.837
2022-10-28,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8483,7.9132,7.7399,7.8039,7.8039,7.5469,7.842,7.842,7.842
2022-10-29,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8483,7.9132,7.7399,7.8039,7.8039,7.5469,7.842,7.842,7.842
2022-10-30,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8483,7.9132,7.7399,7.8039,7.8039,7.547,7.842,7.842,7.842
2022-10-31,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8352,7.9001,7.7258,7.7897,7.7897,7.5349,7.834,7.834,7.834
2022-11-01,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8415,7.9064,7.7331,7.7971,7.7971,7.5415,7.841,7.841,7.841
2022-11-02,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8387,7.9035,7.7302,7.7941,7.7941,7.5385,7.838,7.838,7.838
2022-11-03,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8307,7.8954,7.7218,7.7857,7.7857,7.5304,7.83,7.83,7.83
2022-11-04,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8281,7.8929,7.7196,7.7835,7.7835,7.5275,7.822,7.822,7.822
2022-11-05,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8281,7.8929,7.7196,7.7835,7.7835,7.5275,7.822,7.822,7.822
2022-11-06,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8281,7.8929,7.7196,7.7835,7.7835,7.5275,7.822,7.822,7.822
2022-11-07,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8145,7.8792,7.7056,7.7695,7.7695,7.5148,7.813,7.813,7.813
2022-11-08,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.813,7.8778,7.7046,7.7685,7.7685,7.5131,7.812,7.812,7.812
2022-11-09,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8152,7.88,7.707,7.771,7.771,7.5151,7.814,7.814,7.814
2022-11-10,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8235,7.8885,7.716,7.7801,7.7801,7.5242,7.822,7.822,7.822
2022-11-11,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8364,7.9015,7.7295,7.7938,7.7938,7.5365,7.83,7.83,7.83
2022-11-12,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8364,7.9015,7.7295,7.7938,7.7938,7.5365,7.83,7.83,7.83
2022-11-13,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8364,7.9015,7.7295,7.7938,7.7938,7.5365,7.83,7.83,7.83
2022-11-14,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8251,7.8902,7.7173,7.7815,7.7815,7.5256,7.824,7.824,7.824
2022-11-15,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8312,7.8963,7.7242,7.7885,7.7885,7.5325,7.829,7.829,7.829
2022-11-16,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8234,7.8885,7.7158,7.78,7.78,7.5246,7.822,7.822,7.822
2022-11-17,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8255,7.8906,7.7185,7.7827,7.7827,7.5263,7.824,7.824,7.824
2022-11-18,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8279,7.8931,7.7211,7.7854,7.7854,7.5296,7.821,7.821,7.821
2022-11-19,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8279,7.8931,7.7211,7.7854,7.7854,7.5296,7.821,7.821,7.821
2022-11-20,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8279,7.8931,7.7211,7.7854,7.7854,7.5296,7.821,7.821,7.821
2022-11-21,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8228,7.916,7.6952,7.7868,7.7868,7.5313,7.821,7.821,7.821
2022-11-22,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8187,7.9118,7.6906,7.7823,7.7823,7.5272,7.817,7.817,7.817
2022-11-23,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8172,7.9103,7.6894,7.7811,7.7811,7.5262,7.815,7.815,7.815
2022-11-24,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8287,7.9221,7.7021,7.794,7.794,7.5379,7.827,7.827,7.827
2022-11-25,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8262,7.9196,7.6986,7.7906,7.7906,7.5354,7.819,7.819,7.819
2022-11-26,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8262,7.9196,7.6986,7.7905,7.7905,7.5354,7.819,7.819,7.819
2022-11-27,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8262,7.9196,7.6986,7.7905,7.7905,7.5354,7.819,7.819,7.819
2022-11-28,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8197,7.9132,7.6924,7.7843,7.7843,7.5294,7.818,7.818,7.818
2022-11-29,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8104,8.3999,7.9082,8.505,8.505,8.2272,7.808,7.808,7.808
2022-11-30,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8063,8.3956,7.22,7.765,7.765,7.5322,7.804,7.804,7.804
2022-12-01,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8054,8.4219,7.2206,7.7908,7.7908,7.5567,7.803,7.803,7.803
2022-12-02,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8107,8.4278,7.2107,7.7803,7.7803,7.5443,7.803,7.803,7.803
2022-12-03,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8107,8.4277,7.2107,7.7803,7.7803,7.5443,7.803,7.803,7.803
2022-12-04,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8107,8.4277,7.2107,7.7802,7.7802,7.5443,7.803,7.803,7.803
2022-12-05,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8062,8.4236,7.2048,7.7747,7.7747,7.5407,7.803,7.803,7.803
2022-12-06,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8064,8.4241,7.2049,7.775,7.775,7.5411,7.804,7.804,7.804
2022-12-07,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8014,8.4769,6.5805,7.1503,7.1503,6.9368,7.799,7.799,7.799
2022-12-08,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7984,8.673,7.1615,7.9646,7.9646,7.7055,7.796,7.796,7.796
2022-12-09,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8006,8.6363,7.3327,8.1183,8.1183,7.8573,7.901,7.901,7.901
2022-12-10,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8006,8.6363,7.3327,8.1182,8.1182,7.8573,7.901,7.901,7.901
2022-12-11,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8006,8.6362,7.3327,8.1181,8.1181,7.8572,7.901,7.901,7.901
2022-12-12,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.9007,8.5916,7.3337,7.9751,7.9751,7.7331,7.898,7.898,7.898
2022-12-13,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.896,8.7241,7.2382,7.9973,7.9973,7.7582,7.893,7.893,7.893
2022-12-14,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8985,8.2304,6.9186,7.2092,7.2092,6.9923,7.896,7.896,7.896
2022-12-15,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8984,8.1732,7.5421,7.8046,7.8046,7.553,7.896,7.896,7.896
2022-12-16,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8971,8.1721,7.6016,7.8663,7.8663,7.6103,7.889,7.889,7.889
2022-12-17,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8971,8.1721,7.6016,7.8663,7.8663,7.6103,7.889,7.889,7.889
2022-12-18,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8971,8.172,7.6016,7.8662,7.8662,7.6103,7.889,7.889,7.889
2022-12-19,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8844,8.2647,7.5878,7.9538,7.9538,7.6961,7.882,7.882,7.882
2022-12-20,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8653,8.2437,7.4646,7.8237,7.8237,7.5787,7.863,7.863,7.863
2022-12-21,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8668,8.2453,7.4732,7.8327,7.8327,7.5807,7.865,7.865,7.865
2022-12-22,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8711,8.2786,7.4784,7.8656,7.8656,7.6115,7.869,7.869,7.869
2022-12-23,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.862,8.2689,7.4455,7.8308,7.8308,7.5828,7.854,7.854,7.854
2022-12-24,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.862,8.2688,7.4455,7.8308,7.8308,7.5828,7.854,7.854,7.854
2022-12-25,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.862,8.2688,7.4455,7.8308,7.8308,7.5828,7.854,7.854,7.854
2022-12-26,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8466,8.4129,7.4306,7.9669,7.9669,7.7151,7.845,7.845,7.845
2022-12-27,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8467,8.2244,7.2997,7.6511,7.6511,7.5833,7.845,7.845,7.845
2022-12-28,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8384,8.2151,7.288,7.6383,7.6383,7.5758,7.837,7.837,7.837
2022-12-29,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8297,8.2057,7.2794,7.629,7.629,7.5668,7.82,7.82,7.82
2022-12-30,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.827,8.203,7.2769,7.6265,7.6265,7.5643,7.82,7.82,7.82
2022-12-31,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.827,8.2029,7.2769,7.6264,7.6264,7.5643,7.82,7.82,7.82
2023-01-01,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.827,8.2029,7.277,7.6264,7.6264,7.5643,7.82,7.82,7.82
2023-01-02,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8143,8.1898,7.2647,7.6138,7.6138,7.5526,7.813,7.813,7.813
2023-01-03,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8223,8.1989,7.4726,7.8324,7.8324,7.5611,7.821,7.821,7.821
2023-01-04,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8287,8.2058,7.4778,7.838,7.838,7.5676,7.827,7.827,7.827
2023-01-05,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8258,8.2028,7.4724,7.8323,7.8323,7.5641,7.824,7.824,7.824
2023-01-06,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8231,8.2002,7.4699,7.83,7.83,7.5617,7.816,7.816,7.816
2023-01-07,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8231,8.2002,7.4699,7.8299,7.8299,7.5617,7.816,7.816,7.816
2023-01-08,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8231,8.2001,7.4699,7.8299,7.8299,7.5617,7.816,7.816,7.816
2023-01-09,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8253,8.2032,7.4754,7.8363,7.8363,7.5646,7.823,7.823,7.823
2023-01-10,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8221,8.1998,7.4689,7.8296,7.8296,7.5611,7.82,7.82,7.82
2023-01-11,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.826,8.2044,7.4749,7.8363,7.8363,7.5666,7.824,7.824,7.824
2023-01-12,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8234,8.2017,7.4702,7.8314,7.8314,7.5623,7.822,7.822,7.822
2023-01-13,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8296,8.2089,7.4789,7.8412,7.8412,7.5698,7.823,7.823,7.823
2023-01-14,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8296,8.2088,7.4789,7.8411,7.8411,7.5698,7.823,7.823,7.823
2023-01-15,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8296,8.2088,7.4789,7.8411,7.8411,7.5698,7.823,7.823,7.823
2023-01-16,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.815,8.1935,7.4599,7.8212,7.8212,7.5547,7.813,7.813,7.813
2023-01-17,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8063,8.1839,7.4519,7.8124,7.8124,7.5467,7.805,7.805,7.805
2023-01-18,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8138,8.1926,7.4643,7.8262,7.8262,7.5544,7.812,7.812,7.812
2023-01-19,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8183,8.1977,7.4674,7.8298,7.8298,7.5582,7.817,7.817,7.817
2023-01-20,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8118,8.1908,7.4576,7.8194,7.8194,7.5524,7.8,7.8,7.8
2023-01-21,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8118,8.1908,7.4576,7.8194,7.8194,7.5524,7.8,7.8,7.8
2023-01-22,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8118,8.1907,7.4576,7.8194,7.8194,7.5524,7.8,7.8,7.8
2023-01-23,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8118,8.1907,7.4576,7.8193,7.8193,7.5524,7.8,7.8,7.8
2023-01-24,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8118,8.1906,7.4576,7.8193,7.8193,7.5524,7.8,7.8,7.8
2023-01-25,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8028,8.0398,7.4517,7.6781,7.6781,7.414,7.802,7.802,7.802
2023-01-26,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7989,8.0359,7.5643,7.7942,7.7942,7.5233,7.798,7.798,7.798
2023-01-27,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7917,8.0283,7.5567,7.7861,7.7861,7.5161,7.785,7.785,7.785
2023-01-28,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7917,8.0282,7.5567,7.7861,7.7861,7.5161,7.785,7.785,7.785
2023-01-29,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7917,8.0282,7.5567,7.7861,7.7861,7.5162,7.785,7.785,7.785
2023-01-30,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7876,8.0244,7.5547,7.7844,7.7844,7.5134,7.787,7.787,7.787
2023-01-31,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7811,8.0176,7.5467,7.776,7.776,7.5069,7.78,7.78,7.78
2023-02-01,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7817,8.0183,7.5487,7.7783,7.7783,7.507,7.781,7.781,7.781
2023-02-02,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.781,8.0175,7.5478,7.7773,7.7773,7.5059,7.78,7.78,7.78
2023-02-03,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7838,8.0207,7.5514,7.7813,7.7813,7.5085,7.777,7.777,7.777
2023-02-04,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7838,8.0207,7.5514,7.7813,7.7813,7.5085,7.777,7.777,7.777
2023-02-05,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7838,8.0207,7.5514,7.7812,7.7812,7.5085,7.777,7.777,7.777
2023-02-06,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7637,7.9999,7.5281,7.7572,7.7572,7.4895,7.763,7.763,7.763
2023-02-07,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7623,7.9984,7.5296,7.7587,7.7587,7.49,7.761,7.761,7.761
2023-02-08,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7574,8.1067,7.5243,7.863,7.863,7.5902,7.756,7.756,7.756
2023-02-09,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7501,8.1272,7.4183,7.7792,7.7792,7.5135,7.749,7.749,7.749
2023-02-10,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7478,8.1249,7.3792,7.7383,7.7383,7.4738,7.741,7.741,7.741
2023-02-11,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7478,8.1249,7.3792,7.7383,7.7383,7.4738,7.741,7.741,7.741
2023-02-12,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7478,8.1248,7.3792,7.7383,7.7383,7.4738,7.741,7.741,7.741
2023-02-13,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7344,8.1393,7.3644,7.75,7.75,7.487,7.733,7.733,7.733
2023-02-14,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7339,8.1391,7.3283,7.7123,7.7123,7.4492,7.733,7.733,7.733
2023-02-15,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7233,8.1275,7.3148,7.6975,7.6975,7.4381,7.723,7.723,7.723
2023-02-16,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7213,8.1254,7.3159,7.6988,7.6988,7.4362,7.721,7.721,7.721
2023-02-17,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7066,8.11,7.2977,7.6797,7.6797,7.4225,7.701,7.701,7.701
2023-02-18,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7066,8.11,7.2977,7.6797,7.6797,7.4225,7.701,7.701,7.701
2023-02-19,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7066,8.1099,7.2977,7.6797,7.6797,7.4225,7.701,7.701,7.701
2023-02-20,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6951,8.0977,7.2893,7.6708,7.6708,7.4103,7.695,7.695,7.695
2023-02-21,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6975,8.037,6.6522,6.9456,6.9456,6.7075,7.697,7.697,7.697
2023-02-22,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6919,8.0515,7.3676,7.712,7.712,7.4235,7.691,7.691,7.691
2023-02-23,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6919,8.0518,7.3483,7.6922,7.6922,7.4034,7.691,7.691,7.691
2023-02-24,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6956,8.0558,7.3529,7.697,7.697,7.4072,7.69,7.69,7.69
2023-02-25,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6956,8.0558,7.3529,7.697,7.697,7.4072,7.69,7.69,7.69
2023-02-26,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6956,8.0557,7.3529,7.697,7.697,7.4072,7.69,7.69,7.69
2023-02-27,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6781,8.0682,7.3316,7.7041,7.7041,7.4176,7.678,7.678,7.678
