일자,펀드,펀드명,설정일,펀드유형,펀드 듀레이션,,,,,,BM 듀레이션,,
,,,,,채권,채권파생,채권현금성,채권현금성파생,펀드평가액,펀드순자산,채권,채권현금성,BM전체
2023-02-28,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6638,8.0529,7.2964,7.6669,7.6669,7.3827,7.661,7.661,7.661
2023-03-01,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6638,8.0529,7.2964,7.6669,7.6669,7.3827,7.661,7.661,7.661
2023-03-02,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6522,8.0407,7.2871,7.657,7.657,7.3718,7.652,7.652,7.652
2023-03-03,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.655,8.0438,7.2728,7.6422,7.6422,7.3576,7.649,7.649,7.649
2023-03-04,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.655,8.0438,7.2728,7.6422,7.6422,7.3576,7.649,7.649,7.649
2023-03-05,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.655,8.0438,7.2728,7.6422,7.6422,7.3576,7.649,7.649,7.649
2023-03-06,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6518,8.0617,7.2697,7.6591,7.6591,7.3723,7.651,7.651,7.651
2023-03-07,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6544,8.0646,7.2518,7.6404,7.6404,7.3562,7.654,7.654,7.654
2023-03-08,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6464,8.0559,7.2406,7.6284,7.6284,7.3473,7.646,7.646,7.646
2023-03-09,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6433,8.0529,7.2394,7.6274,7.6274,7.3444,7.643,7.643,7.643
2023-03-10,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6523,8.0628,7.252,7.6411,7.6411,7.3546,7.647,7.647,7.647
2023-03-11,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6523,8.0627,7.252,7.641,7.641,7.3547,7.647,7.647,7.647
2023-03-12,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6523,8.0627,7.252,7.641,7.641,7.3547,7.647,7.647,7.647
2023-03-13,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6583,8.0697,7.2587,7.6487,7.6487,7.3609,7.658,7.658,7.658
2023-03-14,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6599,8.0721,7.2573,7.6478,7.6478,7.3612,7.659,7.659,7.659
2023-03-15,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6534,8.065,7.2482,7.638,7.638,7.3556,7.653,7.653,7.653
2023-03-16,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6528,8.0646,7.2497,7.6398,7.6398,7.3536,7.652,7.652,7.652
2023-03-17,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6496,8.0613,7.2461,7.6361,7.6361,7.3525,7.644,7.644,7.644
2023-03-18,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6496,8.0612,7.2461,7.6361,7.6361,7.3525,7.644,7.644,7.644
2023-03-19,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6496,8.0612,7.2461,7.6361,7.6361,7.3525,7.644,7.644,7.644
2023-03-20,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8191,8.0705,7.625,7.8701,7.8701,7.5756,7.65,7.65,7.65
2023-03-21,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8147,8.066,7.6175,7.8625,7.8625,7.5703,7.814,7.814,7.814
2023-03-22,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8162,8.0677,7.5724,7.8161,7.8161,7.5726,7.816,7.816,7.816
2023-03-23,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.813,8.0646,7.5685,7.8122,7.8122,7.5691,7.812,7.812,7.812
2023-03-24,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8152,8.067,7.5715,7.8154,7.8154,7.5709,7.809,7.809,7.809
2023-03-25,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8152,8.067,7.5715,7.8154,7.8154,7.5709,7.809,7.809,7.809
2023-03-26,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8152,8.0669,7.5715,7.8154,7.8154,7.5709,7.809,7.809,7.809
2023-03-27,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.8031,8.0546,7.5582,7.8018,7.8018,7.5586,7.802,7.802,7.802
2023-03-28,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7987,8.05,7.5544,7.7978,7.7978,7.5557,7.798,7.798,7.798
2023-03-29,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7971,8.0485,7.5533,7.7969,7.7969,7.5544,7.796,7.796,7.796
2023-03-30,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.79,8.0412,7.5456,7.7889,7.7889,7.5469,7.789,7.789,7.789
2023-03-31,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7823,8.0332,7.5379,7.7809,7.7809,7.5389,7.776,7.776,7.776
2023-04-01,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7823,8.0332,7.5379,7.7809,7.7809,7.539,7.776,7.776,7.776
2023-04-02,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7823,8.0332,7.5379,7.7809,7.7809,7.539,7.776,7.776,7.776
2023-04-03,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7718,8.0225,7.5282,7.771,7.771,7.5295,7.771,7.771,7.771
2023-04-04,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.776,8.027,7.5341,7.7772,7.7772,7.5342,7.775,7.775,7.775
2023-04-05,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7725,8.0233,7.5292,7.7722,7.7722,7.5302,7.772,7.772,7.772
2023-04-06,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7743,8.0253,7.5321,7.7752,7.7752,7.5323,7.773,7.773,7.773
2023-04-07,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7706,8.0215,7.5275,7.7705,7.7705,7.5293,7.764,7.764,7.764
2023-04-08,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7706,8.0214,7.5275,7.7705,7.7705,7.5293,7.764,7.764,7.764
2023-04-09,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7706,8.0214,7.5275,7.7705,7.7705,7.5294,7.764,7.764,7.764
2023-04-10,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7696,8.0209,7.5283,7.7718,7.7718,7.5296,7.768,7.768,7.768
2023-04-11,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7649,8.0161,7.5221,7.7655,7.7655,7.5237,7.764,7.764,7.764
2023-04-12,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7592,8.0102,7.5164,7.7594,7.7594,7.5181,7.758,7.758,7.758
2023-04-13,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7559,8.0569,7.5137,7.8052,7.8052,7.5625,7.755,7.755,7.755
2023-04-14,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7523,8.0533,7.4682,7.7581,7.7581,7.5177,7.746,7.746,7.746
2023-04-15,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7523,8.0532,7.4682,7.7581,7.7581,7.5177,7.746,7.746,7.746
2023-04-16,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7523,8.0532,7.4682,7.7581,7.7581,7.5177,7.746,7.746,7.746
2023-04-17,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7372,8.0777,7.4524,7.7803,7.7803,7.5403,7.736,7.736,7.736
2023-04-18,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.735,8.0755,7.4105,7.7367,7.7367,7.4982,7.734,7.734,7.734
2023-04-19,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7303,8.1305,7.4053,7.7887,7.7887,7.549,7.729,7.729,7.729
2023-04-20,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7246,8.1246,7.3384,7.7184,7.7184,7.4837,7.724,7.724,7.724
2023-04-21,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7305,8.1312,7.3472,7.7281,7.7281,7.4901,7.724,7.724,7.724
2023-04-22,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7305,8.1312,7.3472,7.728,7.728,7.4901,7.724,7.724,7.724
2023-04-23,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7305,8.1311,7.3472,7.728,7.728,7.4901,7.724,7.724,7.724
2023-04-24,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7234,8.1943,7.3384,7.7857,7.7857,7.5479,7.722,7.722,7.722
2023-04-25,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7187,8.1892,7.2727,7.716,7.716,7.4825,7.718,7.718,7.718
2023-04-26,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7177,8.2084,7.2731,7.7355,7.7355,7.4999,7.717,7.717,7.717
2023-04-27,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7116,8.2317,7.2458,7.7345,7.7345,7.5011,7.71,7.71,7.71
2023-04-28,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7066,8.2466,7.2219,7.728,7.728,7.4952,7.697,7.697,7.697
2023-04-29,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7066,8.2466,7.2219,7.7279,7.7279,7.4952,7.697,7.697,7.697
2023-04-30,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7066,8.2465,7.2219,7.7279,7.7279,7.4952,7.697,7.697,7.697
2023-05-01,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7066,8.2465,7.2219,7.7278,7.7278,7.4952,7.697,7.697,7.697
2023-05-02,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6955,8.2352,7.1925,7.6969,7.6969,7.4659,7.694,7.694,7.694
2023-05-03,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6982,8.2385,7.1971,7.7023,7.7023,7.4686,7.697,7.697,7.697
2023-05-04,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7001,8.241,7.1985,7.7041,7.7041,7.4705,7.69,7.69,7.69
2023-05-05,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7001,8.2409,7.1985,7.7041,7.7041,7.4705,7.69,7.69,7.69
2023-05-06,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7001,8.2409,7.1985,7.704,7.704,7.4705,7.69,7.69,7.69
2023-05-07,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.7001,8.2408,7.1985,7.704,7.704,7.4705,7.69,7.69,7.69
2023-05-08,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6854,8.2255,7.1817,7.6864,7.6864,7.4566,7.684,7.684,7.684
2023-05-09,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6822,8.2421,7.1799,7.7033,7.7033,7.4721,7.681,7.681,7.681
2023-05-10,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.678,8.2379,7.1564,7.6782,7.6782,7.4484,7.676,7.676,7.676
2023-05-11,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6794,8.2597,7.1595,7.7006,7.7006,7.468,7.678,7.678,7.678
2023-05-12,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.678,8.2588,7.1378,7.6778,7.6778,7.4467,7.671,7.671,7.671
2023-05-13,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.678,8.2588,7.1378,7.6778,7.6778,7.4467,7.671,7.671,7.671
2023-05-14,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.678,8.2587,7.1378,7.6777,7.6777,7.4466,7.671,7.671,7.671
2023-05-15,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6645,8.2441,7.1226,7.6612,7.6612,7.4344,7.663,7.663,7.663
2023-05-16,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6652,8.2453,7.1271,7.6665,7.6665,7.436,7.663,7.663,7.663
2023-05-17,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6607,8.2602,7.1209,7.6782,7.6782,7.4492,7.659,7.659,7.659
2023-05-18,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6539,8.3325,7.0948,7.7238,7.7238,7.4951,7.652,7.652,7.652
2023-05-19,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6457,8.3237,7.0297,7.6531,7.6531,7.4294,7.638,7.638,7.638
2023-05-20,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6457,8.3236,7.0297,7.6531,7.6531,7.4293,7.638,7.638,7.638
2023-05-21,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6457,8.3235,7.0297,7.653,7.653,7.4293,7.638,7.638,7.638
2023-05-22,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6404,8.3186,7.0283,7.6522,7.6522,7.4242,7.638,7.638,7.638
2023-05-23,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6283,8.3248,7.0119,7.6522,7.6522,7.4297,7.626,7.626,7.626
2023-05-24,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6228,8.4186,6.9542,7.6802,7.6802,7.4547,7.621,7.621,7.621
2023-05-25,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6112,8.4054,6.9038,7.6242,7.6242,7.4061,7.609,7.609,7.609
2023-05-26,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6035,8.4267,6.8989,7.6459,7.6459,7.425,7.593,7.593,7.593
2023-05-27,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6035,8.4266,6.8989,7.6458,7.6458,7.425,7.593,7.593,7.593
2023-05-28,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6035,8.4266,6.8989,7.6457,7.6457,7.425,7.593,7.593,7.593
2023-05-29,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6035,8.4265,6.8989,7.6457,7.6457,7.4249,7.593,7.593,7.593
2023-05-30,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.5919,8.4147,6.8723,7.6171,7.6171,7.3957,7.589,7.589,7.589
2023-05-31,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6027,8.4273,6.8891,7.6364,7.6364,7.4073,7.601,7.601,7.601
2023-06-01,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.597,8.4212,6.8759,7.6218,7.6218,7.4011,7.595,7.595,7.595
2023-06-02,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6002,8.455,6.8831,7.6572,7.6572,7.431,7.592,7.592,7.592
2023-06-03,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6002,8.4549,6.8831,7.6571,7.6571,7.4309,7.592,7.592,7.592
2023-06-04,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6002,8.4548,6.8831,7.657,7.657,7.4309,7.592,7.592,7.592
2023-06-05,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.5863,8.4398,6.8287,7.5969,7.5969,7.3799,7.581,7.581,7.581
2023-06-06,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.5863,8.4397,6.8287,7.5968,7.5968,7.3798,7.581,7.581,7.581
2023-06-07,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.5837,8.4373,6.8309,7.5997,7.5997,7.3778,7.581,7.581,7.581
2023-06-08,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.57,8.2028,7.0348,7.6228,7.6228,7.4079,7.567,7.567,7.567
2023-06-09,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.5686,8.3483,6.908,7.6196,7.6196,7.3987,7.69,7.69,7.69
2023-06-10,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.5686,8.3482,6.908,7.6196,7.6196,7.3986,7.69,7.69,7.69
2023-06-11,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.5686,8.3481,6.908,7.6195,7.6195,7.3986,7.69,7.69,7.69
2023-06-12,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6909,8.4709,6.9836,7.6919,7.6919,7.4693,7.688,7.688,7.688
2023-06-13,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6876,8.4964,6.9792,7.7135,7.7135,7.4916,7.685,7.685,7.685
2023-06-14,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6805,8.4885,6.9527,7.6841,7.6841,7.4661,7.678,7.678,7.678
2023-06-15,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6721,8.4981,6.9448,7.6925,7.6925,7.4753,7.67,7.67,7.67
2023-06-16,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6724,8.5001,6.9321,7.6799,7.6799,7.4581,7.665,7.665,7.665
2023-06-17,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6724,8.5,6.9321,7.6798,7.6798,7.4581,7.665,7.665,7.665
2023-06-18,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6724,8.4999,6.9321,7.6798,7.6798,7.4581,7.665,7.665,7.665
2023-06-19,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6666,8.4945,6.9262,7.6741,7.6741,7.4534,7.664,7.664,7.664
2023-06-20,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6633,8.4903,6.9217,7.6687,7.6687,7.4498,7.661,7.661,7.661
2023-06-21,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6626,8.49,6.923,7.6706,7.6706,7.4498,7.66,7.66,7.66
2023-06-22,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6572,8.4841,6.9154,7.6622,7.6622,7.4442,7.655,7.655,7.655
2023-06-23,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.653,8.4794,6.9123,7.6588,7.6588,7.4403,7.646,7.646,7.646
2023-06-24,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.653,8.4793,6.9123,7.6587,7.6587,7.4403,7.646,7.646,7.646
2023-06-25,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.653,8.4792,6.9123,7.6586,7.6586,7.4403,7.646,7.646,7.646
2023-06-26,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.651,8.4787,6.9147,7.6627,7.6627,7.4396,7.649,7.649,7.649
2023-06-27,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6487,8.4763,6.9092,7.6568,7.6568,7.4375,7.647,7.647,7.647
2023-06-28,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6453,8.2585,6.9056,7.4594,7.4594,7.2464,7.643,7.643,7.643
2023-06-29,9001Z,한국투자ACE국고채10년증권상장지수투자신탁(채권),2020-10-13,채권형,7.6406,8.2532,7.0837,7.6518,7.6518,7.4279,7.639,7.639,7.639
